,CC_continue,CC_temptation,CD_punished,DC_exploited,DD_trapped
strength_-2.0,0.9241419377901889,0.9770226947743361,0.7773002795098578,0.9796677956535457,0.9046513342979989
strength_-1.5,0.9241419216568768,0.9820138270295868,0.777300194275559,0.9796677249128539,0.9046512967047695
strength_-1.0,0.9149011142334532,0.9820138187878122,0.7773000311263915,0.9796677179571904,0.9046510528213784
strength_-0.5,0.9046504641348083,0.9796676694372097,0.651355199117751,0.977022709378275,0.893309905081037
strength_+0.0,0.8670357735451738,0.9740426812638592,0.5312096768140148,0.9706878544458885,0.8670362344081175
strength_+0.5,0.7772997609671524,0.9579123292539271,0.40733367633639855,0.9525742256860013,0.7981872757801398
strength_+1.0,0.6224596026626416,0.9241419676612076,0.2942150942966168,0.9046508045073604,0.6791796759498681
strength_+1.5,0.5621765008857981,0.8807972637643559,0.2450851314308399,0.8519531833126631,0.5621777145340805
strength_+2.0,0.5,0.8670358587833933,0.22270037447441662,0.8354837478691093,0.5000009370026509
